disease	url	doi	year	dt	variable	estimate	sentence
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028449v3	10.1101/2020.02.26.20028449	2020	2020-02-26	asymptomatic		2/15/2020 Positive cases were confirmed in 285 of the 930 people tested (including 73 asymptomatic
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031088v1	10.1101/2020.03.05.20031088	2020	2020-05-03	asymptomatic		A recent study reporting asymptomatic transmission in was later found to be incorrect or misleading, '° adding to the confusion.
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031088v1	10.1101/2020.03.05.20031088	2020	2020-05-03	asymptomatic		One of the key uncertainties surrounding COVID-19 is the extent of asymptomatic and presymptomatic transmission.
covid	https://www.medrxiv.org/content/10.1101/2020.02.15.20023440v2	10.1101/2020.02.15.20023440	2020	2020-02-15	asymptomatic		SEIR model to evaluate the empirical support for the presence of asymptomatic transmissions based on current evidence.
covid	https://www.medrxiv.org/content/10.1101/2020.02.24.20027649v2	10.1101/2020.02.24.20027649	2020	2020-02-24	asymptomatic		There is a possibility that a fraction of asymptomatic cases develop symptom.
covid	https://www.medrxiv.org/content/10.1101/2020.02.24.20027649v2	10.1101/2020.02.24.20027649	2020	2020-02-24	asymptomatic		As of February 5, 2020 ‘Proportion of asymptomatic cases among all the cases.
covid	https://www.medrxiv.org/content/10.1101/2020.02.24.20027649v2	10.1101/2020.02.24.20027649	2020	2020-02-24	asymptomatic		Age Symptomatic Asymptomatic Total Crude asymptomatic ratio?
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		Asymptomatic SARS-CoV infection was associated with lower SARS antibody titers and better protective measures (masks) compared to pneumonic SARS.
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		As the survival ability of SARS-CoV in human specimens and in environments seems to be rel- atively strong (15), determining whether asymptomatic patients excrete SARS-CoV is important.
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		Lack of transmission from asymptomatic patients was also observed in other countries with SARS outbreaks (1; http://www.who.int/csr/sars/en/WHOcon- sen-sus.pdf, 2003).
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		Based on our data in Singapore, transmis- sion from asymptomatic patients appears to play no or only a minor role, as all but 1 of the pneumonic cases of SARS had a definitive epidemiologic link to another pneumonic SARS contact.
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033803v1	10.1101/2020.03.10.20033803	2020	2020-10-03	asymptomatic		Patients with symptoms have approximately twice the potential of transmission com- paring with that of asymptomatic carriers.
covid	https://www.medrxiv.org/content/10.1101/2020.02.28.20029181v1	10.1101/2020.02.28.20029181	2020	2020-02-28	asymptomatic		Presumed Asymptomatic Carrier Transmission of COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		Date of asymptomatic COVID-19 infection onset among close in and the distribution of travel to Hubei.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		] jc proportion of   vo Relative mean asymptomatic generation interval, Ga/Gs
covid	https://www.sciencedirect.com/science/article/pii/S0168706906160048	10.1016/S0168-7069(06)16004-8	2006		asymptomatic		Nuclei acid testing by RT-PCR, instituted, theoretically could prevent transfusion-associated transmission during future epidemics if SARS-Cov is shown to be present in blood from asymptomatic (Schmidt et al., 2004).
covid	https://www.medrxiv.org/content/10.1101/2020.02.28.20028068v1	10.1101/2020.02.28.20028068	2020	2020-02-28	asymptomatic		transmissibility SARS-CoV-2 in asymptomatic carriers.
covid	https://www.medrxiv.org/content/10.1101/2020.03.03.20029983v1	10.1101/2020.03.03.20029983	2020	2020-03-03	asymptomatic		Presumed Asymptomatic Carrier Transmission of The Journal of the American Medical Association, 2020.
covid	https://www.medrxiv.org/content/10.1101/2020.02.24.20027649v2	10.1101/2020.02.24.20027649	2020	2020-02-24	asymptomatic		Mizumoto K, Kagaya K, Zarebski A, Chowell G. Estimating the Asymptomatic Ratio of 2019
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		| Have been to source city i Asymptomatic status LE] Incubation period | Symptom onset A Nucleic acid test positive A Nucleic acid test negative
covid	https://www.medrxiv.org/content/10.1101/2020.03.04.20026005v1	10.1101/2020.03.04.20026005	2020	2020-04-03	asymptomatic		C’ indicates asymptomatic infections.
covid	https://www.medrxiv.org/content/10.1101/2020.02.24.20027326v1	10.1101/2020.02.24.20027326	2020	2020-02-24	asymptomatic		Transmission of 2019-nCoV Infection from an Asymptomatic Contact in Germany.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		both asymptomatic and symptomatic cases to give a concrete example of how differences generation intervals affect both g and estimates of Ro.
flu	http://www.sciencedirect.com/science/article/pii/B978185617547000021X	10.1016/B978-1-85617-547-0.00021-X	2009		asymptomatic		Asymptomatic: Presenting no symptoms of disease.
covid	https://www.sciencedirect.com/science/article/pii/S0042682213006624	10.1016/j.virol.2013.11.040	2014		asymptomatic		For MERS-CoV, it is unclear if the virus can jump directly from bats to humans, if there are any mutations in the viral genome that facilitate infection or disease in humans, and if there are both symptomatic and asymptomatic cases, which would make any potential epidemic more difficult to control by public health measures alone.
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033738v1	10.1101/2020.03.10.20033738	2020	2020-10-03	asymptomatic		Likewise, if the fraction of asymptomatic cases is more than 40%, containment is not possible with contact tracing.
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033738v1	10.1101/2020.03.10.20033738	2020	2020-10-03	asymptomatic		Especially delays in diagnosis and isolation, and the existence of asymptomatic and mild infections that contribute to onward transmission could easily make an outbreak uncontrollable (Figure 3).
covid	https://www.medrxiv.org/content/10.1101/2020.02.24.20027326v1	10.1101/2020.02.24.20027326	2020	2020-02-24	asymptomatic		from China ™ from outside China index cases travel date asymptomatic symptomatic hospitalized confirmation missing info                              
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		13, an asymptomatic COVID-19 carriers transmitted the virus to his cohabiting family members, and | of the infected individuals developed severe COVID-19 pneumonia
covid	https://www.medrxiv.org/content/10.1101/2020.03.06.20031955v1	10.1101/2020.03.06.20031955	2020	2020-06-03	asymptomatic		question that scientists are racing to learn is whether an asymptomatic COVID-19 case during the incubation period can infect others.
covid	https://www.medrxiv.org/content/10.1101/2020.03.04.20026005v1	10.1101/2020.03.04.20026005	2020	2020-04-03	asymptomatic		As an asymptomatic C’4 infected C92 (C’4’s
covid	https://www.medrxiv.org/content/10.1101/2020.03.04.20026005v1	10.1101/2020.03.04.20026005	2020	2020-04-03	asymptomatic		Weather C’3 is an asymptomatic infection did not been identified by PCR test, but the same contact history and the similar onset time of her three relatives indicate that C’3 was an asymptomatic COVID-19-carrier.
covid	https://www.medrxiv.org/content/10.1101/2020.03.04.20026005v1	10.1101/2020.03.04.20026005	2020	2020-04-03	asymptomatic		Of note, 5 asymptomatic cases (C’1, C’2, C’3, C’4 and C102) were found in this study.
covid	https://www.medrxiv.org/content/10.1101/2020.02.27.20029009v2	10.1101/2020.02.27.20029009	2020	2020-02-27	asymptomatic		Presumed Asymptomatic Carrier Transmission of COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		The realized proportion asymptomatic transmission, g at time t is given by:
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028225v2	10.1101/2020.02.26.20028225	2020	2020-02-26	asymptomatic		Presumed Asymptomatic Carrier Transmission COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.02.15.20023440v2	10.1101/2020.02.15.20023440	2020	2020-02-15	asymptomatic		With both datasets, it is thus possible to check if the observed infection data support a shortened non-infectious latent period, i.e., evidence for the existence of an asymptomatic infectious period (A).
covid	https://www.medrxiv.org/content/10.1101/2020.02.15.20023440v2	10.1101/2020.02.15.20023440	2020	2020-02-15	asymptomatic		On the other hand, the evacuee dataset allows us to separate asymptomatic individuals (A and 1) from the rest because of the body temperature screenings at the airport.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Relative generation-interval dispersion of asymptomatic cases K,/K, have similar, but smaller, effects on g and Ro
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Therefore, when Ro is estimated without explicitly accounting for asymptomatic spread (white, dashed line in Fig- ure 1B), it can be over- or under- estimated depending on the relative duration of infection between symptomatic and asymptomatic individuals.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Both of these effects are stronger when the intrinsic proportion asymptomatic transmission z increases (and disappear as z — 0).
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Figure 1B shows the effect of different assumptions about the generation interval of asymptomatic cases, Ga, on the basic reproduction number Rp.
covid	https://www.medrxiv.org/content/10.1101/2020.03.11.20034512v1	10.1101/2020.03.11.20034512	2020	2020-11-03	asymptomatic		To incorporate it into the model, let J represent the cumulative number of asymptomatic and p the incubation period.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		where we define the “intrinsic” proportion of asymptomatic transmission z as the contribution of cases to the basic reproduction number:
covid	https://www.medrxiv.org/content/10.1101/2020.03.05.20031518v1	10.1101/2020.03.05.20031518	2020	2020-05-03	asymptomatic		Presumed Asymptomatic Transmission of
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		1: Effects of intrinsic proportion of asymptomatic transmission on the realized
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033944v2	10.1101/2020.03.10.20033944	2020	2020-10-03	asymptomatic		Presumed Asymptomatic Carrier Transmission of COVID-19.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Increasing the speed of asymptomatic transmission (shorter generation intervals) decreases the basic reproduction number Ro.
covid	https://www.medrxiv.org/content/10.1101/2020.02.15.20023440v2	10.1101/2020.02.15.20023440	2020	2020-02-15	asymptomatic		A recent concern is the potential presence of asymptomatic transmission.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25727	10.1002/jmv.25727			asymptomatic		At least some if not all of the carriers are likely to have anti-SARS-CoV- 2 antibodies, as demonstrated by asymptomatic Zika virus carriers.'!?
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25727	10.1002/jmv.25727			asymptomatic		This rapid IgM-IgG combined antibody test kit makes large scale screening of asymptomatic carriers possible.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25727	10.1002/jmv.25727			asymptomatic		This finding made the current COVID-19 outbreak control more difficult, because there is no method available to screen asymptomatic carriers.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25727	10.1002/jmv.25727			asymptomatic		Another potential application of this test is screening asymptomatic SARS-CoV-2 carriers, it was reported that asymptomatic carriers could spread SARS-CoV-2 virus.
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033738v1	10.1101/2020.03.10.20033738	2020	2020-10-03	asymptomatic		Delays in diagnosis of cases and proportion of asymptomatic cases are key factors for containment and down the
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028076v2	10.1101/2020.02.26.20028076	2020	2020-02-26	asymptomatic		Close contactor investigation by CDC could help find mild 233 or asymptomatic cases.
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028076v2	10.1101/2020.02.26.20028076	2020	2020-02-26	asymptomatic		Thus, the calculated CFR for Hubei 230 _was higher due to the underdetection of mild or asymptomatic cases.
covid	https://www.sciencedirect.com/science/article/pii/S014067362030547X	10.1016/S0140-6736(20)30547-X	2020		asymptomatic		Furthermore, transmission from asymptomatic infected individuals has been documented for COVID-19, and viral load is particularly high at early disease stage.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		As the relative mean generation interval asymptomatic transmission, increases,
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Across the range of parameters we explore, the intrinsic proportion of asymptomatic transmission z is sim- ilar to the realized proportion q (Figure 1A).
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		tomatic transmission on the importance of asymptomatic transmission and estimates of the basic reproduction number Ro, using a gamma assumption (see Methods).
covid	https://www.medrxiv.org/content/10.1101/2020.03.12.20035220v1	10.1101/2020.03.12.20035220	2020	2020-12-03	asymptomatic		asymptomatic case
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033803v1	10.1101/2020.03.10.20033803	2020	2020-10-03	asymptomatic		asymptomatic patients.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		It is also implicated by the report of the “Diamond Princess” that large numbers of asymptomatic or mild patients might have been hiding in the community.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		These findings indicate that asymptomatic carriers can result in person-to-person transmission and should be considered a source of COVID-19 infection.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		Notably, we provided evidence for transmission from an asymptomatic infector to close contacts that led to severe COVID-19 pneumonia.
covid	https://www.medrxiv.org/content/10.1101/2020.02.15.20023440v2	10.1101/2020.02.15.20023440	2020	2020-02-15	asymptomatic		In this study, the estimated most probable asymptomatic infectious period is close to zero and offers little evidence for the presence of asymptomatic transmission in the disease dynamics.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025601v2	10.1101/2020.02.20.20025601	2020	2020-02-20	asymptomatic		Human-to-human, asymptomatic infection and
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033738v1	10.1101/2020.03.10.20033738	2020	2020-10-03	asymptomatic		If more than 40% of cases escape diagnosis because they are asymptomatic or have only mild infections, for RO = 2.5
covid	https://www.medrxiv.org/content/10.1101/2020.03.10.20033738v1	10.1101/2020.03.10.20033738	2020	2020-10-03	asymptomatic		The critical tracing coverage needed for control of the outbreak for varying percentages of asymptomatic infections and values of Ro between 1.5 and 3.5.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		This study aims to present clinical characteristics of 24 cases with asymptomatic infection screened from close contacts and to show the transmission potential of asymptomatic COVID-19 virus carriers.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		Limited data are available for asymptomatic infections.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Future work might also consider the ways in asymptomatic individuals can modulate the catalysis of epidemics in a networked metapopu- lation [16-18].
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		We focus here on the exponential phase, so it is worth noting that the realized propor- tion of asymptomatic transmission q is time-dependent, varying with dynamic changes in incidence and proportion susceptible.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Note that cases do not have to be completely asymptomatic for our qualitative results to apply.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Characterizing the role of asymptomatic individuals in driving the of the epidemic will be critical for assessing the post-pandemic outcome
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		However, if asymptomatic cases tend to resolve quickly, then current estimates of Ro may be over-estimates of the underlying strength (Figure 1B), and asymptomatic cases may be driving a larger fraction of secondary cases than we would expect without accounting for their differences (Figure 1A).
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		Interestingly, we found that young cases (< 15 years old) were prone to be asymptomatic even during hospitalization and to have a normal CT image, which partially suggested that nucleic acid testing would be crucial to identify asymptomatic infections in young close contacts.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		Lymphopenia and leukopenia, previously associated with disease severity S515 , were uncommon in the asymptomatic cases of the present study.
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		These asymptomatic cases were mildly ill as compared to those previously reported in Wuhan,
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		In the present study, we provided epidemiological and clinical data of 24 asymptomatic COVID-19 infections identified from the screening of close contacts in Nanjing, Jiangsu Province.
covid	https://www.sciencedirect.com/science/article/pii/S0006291X12022917	10.1016/j.bbrc.2012.11.101	2013		asymptomatic		EV71 infection may be asymptomatic or may cause diarrhea, rashes, and HFMD.
covid	https://www.sciencedirect.com/science/article/pii/B9780127999425000263	10.1016/B978-0-12-799942-5.00026-3	2017		asymptomatic		infection in the reservoir host is subclinical, asymptomatic, and nonlethal.
flu	https://www.sciencedirect.com/science/article/pii/S0022347615016224	10.1016/j.jpeds.2015.12.034	2016		asymptomatic		Viruses, particularly RVs, were also detected frequently at asymptomatic surveillance visits, which have been reported previously.'
flu	http://doi.wiley.com/10.1111/irv.12315	10.1111/irv.12315	2015		asymptomatic		Papenburg J, Baz M, Hamelin ME et a/. Household transmission of the 2009 pandemic A/H1N1 influenza virus: elevated laboratory-con- firmed secondary attack rates and evidence of asymptomatic infec- tions.
covid	https://www.sciencedirect.com/science/article/pii/S0891552019300571	10.1016/j.idc.2019.07.001	2019		asymptomatic		Seroprevalence of IgG antibodies to SARS- coronavirus in asymptomatic or subclinical population groups.
covid	https://onlinelibrary.wiley.com/doi/abs/10.1002/jmv.25738	10.1002/jmv.25738			asymptomatic		in- fection from an asymptomatic contact in Germany.
covid	https://www.medrxiv.org/content/10.1101/2020.02.29.20029520v1	10.1101/2020.02.29.20029520	2020	2020-02-29	asymptomatic		Presumed Asymptomatic Carrier Transmission of COVID-19.
covid	https://www.sciencedirect.com/science/article/pii/S2468042720300063	10.1016/j.idm.2020.02.003	2020		asymptomatic		Estimating the asymptomatic ratio of 2019 novel coronavirus onboard the princess cruises ship (submitted for publication).
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		v0 Relative mean asymptomatic generation interval, Ga/Gs
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028449v3	10.1101/2020.02.26.20028449	2020	2020-02-26	asymptomatic		argue that the quarantine is not so successful to prevent the emergence of asymptomatic cases,
covid	https://www.medrxiv.org/content/10.1101/2020.02.26.20028449v3	10.1101/2020.02.26.20028449	2020	2020-02-26	asymptomatic		From the above official announcement of Japan, the cumulative ratio of asymptomatic cases out of
covid	https://www.medrxiv.org/content/10.1101/2020.02.15.20023440v2	10.1101/2020.02.15.20023440	2020	2020-02-15	asymptomatic		where A(f) is the number of asymptomatic infectious individuals at time ¢ in the SEAIR
covid	https://www.sciencedirect.com/science/article/pii/S0065352716300422	10.1016/bs.aivir.2016.08.003	2016		asymptomatic		Asymptomatic Middle East respiratory syndrome coronavirus infection in rabbits.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Finally, the ratio of secondary case production caused by asymptomatic vs. symptomatic individuals during the a (3) Po [| (S13) t-q \6/1-plrt+% where g is the fraction of new secondary cases caused by asymptomatic individuals.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		This shows that the prevalence of asymptomatic and symptomatic individuals is different from p and 1 — p because prevalence measures the individuals that are currently infectious and does not account for individuals that have already recovered.
covid	https://www.medrxiv.org/content/10.1101/2020.03.08.20029710v1	10.1101/2020.03.08.20029710	2020	2020-08-03	asymptomatic		In summary, COVID-19 children showed asymptomatic or mainly respiratory
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		asymptomatic cases
covid	https://www.medrxiv.org/content/10.1101/2020.02.20.20025619v2	10.1101/2020.02.20.20025619	2020	2020-02-20	asymptomatic		Clinical Characteristics of 24 Asymptomatic Infections with COVID-19 Screened
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		Overall, a rate of 13% for asymptomatic SARS cases among all SARS-positive cases is lower than the rate of asymptomatic cases of many other viral respiratory diseases.
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		Our incidence rate of 7.5% was higher (although not significantly) than that of 3% and 2.3% reported in asymptomatic HCWs who cared for SARS patients in Hong Kong (8,10).
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		Our findings regarding asymptomatic or subclinical SARS-CoV-positive HCWs contradict results from some previous studies, which reported an absence asymptomatic SARS cases (5-7), but agree with results from other studies (8,9).
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		We investigated differences between asymptomatic SARS-CoV infection and pneumonic SARS.
covid	http://wwwnc.cdc.gov/eid/article/11/7/04-1165_article.htm	10.3201/eid1107.041165			asymptomatic		Conclusions We found a substantial number of cases with asympto- matic SARS-CoV infection and subclinical (nonpneumon- ic) SARS during the initial outbreak of SARS at Tan Tock Seng Hospital in Singapore: the incidence of asymptomatic cases among all exposed HCWs was 7.5%, and the propor- tion of asymptomatic cases out of all SARS-CoV-positive cases was 13%.
covid	https://www.sciencedirect.com/science/article/pii/S235277141630074X	10.1016/j.onehlt.2016.12.001	2017		asymptomatic		Studies in Hong Kong during the SARS-CoV outbreak also indicated that infection with SARS-CoV was unlikely to result in an asymptomatic
flu	https://www.sciencedirect.com/science/article/pii/S1386653211003143	10.1016/j.jcv.2011.07.015	2011		asymptomatic		Peltola V, Waris M, Osterback R, Susi P, Ruuskanen O, Hyypia T. Rhinovirus transmission within families with children: incidence of symptomatic and asymptomatic infections.
flu	https://www.sciencedirect.com/science/article/pii/S0305750X18303139	10.1016/j.worlddev.2018.08.013	2019		asymptomatic		While Zika’s symp- toms are similar to those of dengue and chikungunya, they are often milder, and the disease is frequently asymptomatic.
covid	https://www.sciencedirect.com/science/article/pii/S0025619620301476	10.1016/j.mayocp.2020.02.003	2020		asymptomatic		Transmission of 2019- nCoV infection from an asymptomatic contact in Germany [published online ahead of print January 30, 2020}.
flu		10.1016/j.epag.2015.11.005	2015		asymptomatic		Another study found that rhinovirus was present in 18% asymptomatic children and in > 30% of children hospitalized with severe acute respiratory infection (SARI), and concluded that it might suggest a possible role in disease severity.
covid	https://www.sciencedirect.com/science/article/pii/S0065352716300422	10.1016/bs.aivir.2016.08.003	2016		asymptomatic		Asymptomatic Middle East respiratory syndrome coronavirus infection in rabbits.
covid	https://www.sciencedirect.com/science/article/pii/S0042682206002054	10.1016/j.virol.2006.03.036	2006		asymptomatic		On one hand, periodic re- exposure to the pathogen which serves as a natural “booster” to the immune system is an effective way to maintain high levels of immunity though such reinfections are usually asymptomatic or only produce mild clinical symptoms.
covid	https://www.sciencedirect.com/science/article/pii/S120197121401491X	10.1016/j.ijid.2014.05.001	2014		asymptomatic		family cluster of Middle East Respiratory Syndrome Coronavirus infections related to a likely unrecognized asymptomatic or mild case.
covid	https://www.medrxiv.org/content/10.1101/2020.02.15.20023440v2	10.1101/2020.02.15.20023440	2020	2020-02-15	asymptomatic		days, the asymptomatic infectious period (D4) is (3-Dg) days, and the
covid	https://www.medrxiv.org/content/10.1101/2020.02.15.20023440v2	10.1101/2020.02.15.20023440	2020	2020-02-15	asymptomatic		model has an additional state A that is both asymptomatic and infectious.
covid	https://www.medrxiv.org/content/10.1101/2020.02.15.20023440v2	10.1101/2020.02.15.20023440	2020	2020-02-15	asymptomatic		asymptomatic individual does not show any symptoms that can be detected by
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033357v1	10.1101/2020.03.09.20033357	2020	2020-09-03	asymptomatic		Asymptomatic cases evn)
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		ically, if asymptomatic cases have a shorter generation interval than symptomatic cases, Ro will be over-estimated, and if they have a longer generation interval, Ro will be under- estimated.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		If the generation-interval distribution of asymptomatic transmission dif- fers from that of symptomatic transmission, then estimates of the basic reproduction which do not explicitly account for asymptomatic cases may be systematically biased.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		We show that the impact of asymptomatic transmission depends on intervals (i.e., time between when an individual is infected and when that individual infects another person).
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		We also show that as the length of asymptomatic generation intervals increase, estimates of the realized proportion of asymptomatic transmission during the phase of the epidemic decrease.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		We assess the impact of asymptomatic transmission on epidemic potential of novel respira- tory pathogens (like COVID-19) — as measured both by the basic reproduction number (i.e., the expected number of secondary cases generated by an average primary case in a fully sus- ceptible population) and the fraction of new secondary cases attributable to asymptomatic individuals.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Our analysis provides a rationale for assessing the of asymptomatic cases of COVID-19 in addition to their prevalence in the population.
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		A. Realized proportion of asymptomatic transmission ic proportion of asymptomati EC — as 10 20 Relative mean asymptomatic generation interval, Ga/G  
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		The intrinsic proportion of asymptomatic transmission z is a useful benchmark, but does not reflect the realized proportion of transmission, unless both
covid	https://www.medrxiv.org/content/10.1101/2020.03.09.20033514v1	10.1101/2020.03.09.20033514	2020	2020-09-03	asymptomatic		Yet, this information is not sufficient to disentangle the role of asymptomatic cases, i.e., what fraction of secondary cases can be ascribed to realized transmission from asymptomatic cases vs. symptomatic cases?
